,product,price,quantity,date,region
3948,pink morsel,$3.00,527,2018-06-27,north
3949,pink morsel,$3.00,553,2018-06-27,south
3950,pink morsel,$3.00,569,2018-06-27,east
3951,pink morsel,$3.00,555,2018-06-27,west
3976,pink morsel,$3.00,521,2018-06-28,north
3977,pink morsel,$3.00,546,2018-06-28,south
3978,pink morsel,$3.00,564,2018-06-28,east
3979,pink morsel,$3.00,501,2018-06-28,west
4004,pink morsel,$3.00,562,2018-06-29,north
4005,pink morsel,$3.00,588,2018-06-29,south
4006,pink morsel,$3.00,543,2018-06-29,east
4007,pink morsel,$3.00,593,2018-06-29,west
4032,pink morsel,$3.00,518,2018-06-30,north
4033,pink morsel,$3.00,551,2018-06-30,south
4034,pink morsel,$3.00,505,2018-06-30,east
4035,pink morsel,$3.00,519,2018-06-30,west
4060,pink morsel,$3.00,582,2018-07-01,north
4061,pink morsel,$3.00,557,2018-07-01,south
4062,pink morsel,$3.00,572,2018-07-01,east
4063,pink morsel,$3.00,518,2018-07-01,west
4088,pink morsel,$3.00,565,2018-07-02,north
4089,pink morsel,$3.00,537,2018-07-02,south
4090,pink morsel,$3.00,560,2018-07-02,east
4091,pink morsel,$3.00,557,2018-07-02,west
4116,pink morsel,$3.00,548,2018-07-03,north
4117,pink morsel,$3.00,546,2018-07-03,south
4118,pink morsel,$3.00,541,2018-07-03,east
4119,pink morsel,$3.00,505,2018-07-03,west
4144,pink morsel,$3.00,581,2018-07-04,north
4145,pink morsel,$3.00,529,2018-07-04,south
4146,pink morsel,$3.00,588,2018-07-04,east
4147,pink morsel,$3.00,524,2018-07-04,west
4172,pink morsel,$3.00,584,2018-07-05,north
4173,pink morsel,$3.00,549,2018-07-05,south
4174,pink morsel,$3.00,525,2018-07-05,east
4175,pink morsel,$3.00,500,2018-07-05,west
4200,pink morsel,$3.00,581,2018-07-06,north
4201,pink morsel,$3.00,522,2018-07-06,south
4202,pink morsel,$3.00,586,2018-07-06,east
4203,pink morsel,$3.00,563,2018-07-06,west
4228,pink morsel,$3.00,592,2018-07-07,north
4229,pink morsel,$3.00,590,2018-07-07,south
4230,pink morsel,$3.00,565,2018-07-07,east
4231,pink morsel,$3.00,522,2018-07-07,west
4256,pink morsel,$3.00,541,2018-07-08,north
4257,pink morsel,$3.00,592,2018-07-08,south
4258,pink morsel,$3.00,505,2018-07-08,east
4259,pink morsel,$3.00,587,2018-07-08,west
4284,pink morsel,$3.00,541,2018-07-09,north
4285,pink morsel,$3.00,596,2018-07-09,south
4286,pink morsel,$3.00,514,2018-07-09,east
4287,pink morsel,$3.00,505,2018-07-09,west
4312,pink morsel,$3.00,598,2018-07-10,north
4313,pink morsel,$3.00,598,2018-07-10,south
4314,pink morsel,$3.00,585,2018-07-10,east
4315,pink morsel,$3.00,587,2018-07-10,west
4340,pink morsel,$3.00,535,2018-07-11,north
4341,pink morsel,$3.00,523,2018-07-11,south
4342,pink morsel,$3.00,546,2018-07-11,east
4343,pink morsel,$3.00,559,2018-07-11,west
4368,pink morsel,$3.00,531,2018-07-12,north
4369,pink morsel,$3.00,500,2018-07-12,south
4370,pink morsel,$3.00,513,2018-07-12,east
4371,pink morsel,$3.00,573,2018-07-12,west
4396,pink morsel,$3.00,583,2018-07-13,north
4397,pink morsel,$3.00,532,2018-07-13,south
4398,pink morsel,$3.00,560,2018-07-13,east
4399,pink morsel,$3.00,503,2018-07-13,west
4424,pink morsel,$3.00,500,2018-07-14,north
4425,pink morsel,$3.00,551,2018-07-14,south
4426,pink morsel,$3.00,540,2018-07-14,east
4427,pink morsel,$3.00,525,2018-07-14,west
4452,pink morsel,$3.00,579,2018-07-15,north
4453,pink morsel,$3.00,571,2018-07-15,south
4454,pink morsel,$3.00,566,2018-07-15,east
4455,pink morsel,$3.00,513,2018-07-15,west
4480,pink morsel,$3.00,591,2018-07-16,north
4481,pink morsel,$3.00,569,2018-07-16,south
4482,pink morsel,$3.00,518,2018-07-16,east
4483,pink morsel,$3.00,505,2018-07-16,west
4508,pink morsel,$3.00,517,2018-07-17,north
4509,pink morsel,$3.00,522,2018-07-17,south
4510,pink morsel,$3.00,596,2018-07-17,east
4511,pink morsel,$3.00,538,2018-07-17,west
4536,pink morsel,$3.00,568,2018-07-18,north
4537,pink morsel,$3.00,552,2018-07-18,south
4538,pink morsel,$3.00,510,2018-07-18,east
4539,pink morsel,$3.00,553,2018-07-18,west
4564,pink morsel,$3.00,540,2018-07-19,north
4565,pink morsel,$3.00,575,2018-07-19,south
4566,pink morsel,$3.00,568,2018-07-19,east
4567,pink morsel,$3.00,509,2018-07-19,west
4592,pink morsel,$3.00,577,2018-07-20,north
4593,pink morsel,$3.00,587,2018-07-20,south
4594,pink morsel,$3.00,548,2018-07-20,east
4595,pink morsel,$3.00,551,2018-07-20,west
4620,pink morsel,$3.00,575,2018-07-21,north
4621,pink morsel,$3.00,566,2018-07-21,south
4622,pink morsel,$3.00,554,2018-07-21,east
4623,pink morsel,$3.00,552,2018-07-21,west
4648,pink morsel,$3.00,536,2018-07-22,north
4649,pink morsel,$3.00,591,2018-07-22,south
4650,pink morsel,$3.00,553,2018-07-22,east
4651,pink morsel,$3.00,549,2018-07-22,west
4676,pink morsel,$3.00,546,2018-07-23,north
4677,pink morsel,$3.00,541,2018-07-23,south
4678,pink morsel,$3.00,573,2018-07-23,east
4679,pink morsel,$3.00,543,2018-07-23,west
4704,pink morsel,$3.00,567,2018-07-24,north
4705,pink morsel,$3.00,575,2018-07-24,south
4706,pink morsel,$3.00,584,2018-07-24,east
4707,pink morsel,$3.00,519,2018-07-24,west
4732,pink morsel,$3.00,500,2018-07-25,north
4733,pink morsel,$3.00,569,2018-07-25,south
4734,pink morsel,$3.00,511,2018-07-25,east
4735,pink morsel,$3.00,579,2018-07-25,west
4760,pink morsel,$3.00,535,2018-07-26,north
4761,pink morsel,$3.00,589,2018-07-26,south
4762,pink morsel,$3.00,517,2018-07-26,east
4763,pink morsel,$3.00,507,2018-07-26,west
4788,pink morsel,$3.00,553,2018-07-27,north
4789,pink morsel,$3.00,537,2018-07-27,south
4790,pink morsel,$3.00,565,2018-07-27,east
4791,pink morsel,$3.00,544,2018-07-27,west
4816,pink morsel,$3.00,505,2018-07-28,north
4817,pink morsel,$3.00,528,2018-07-28,south
4818,pink morsel,$3.00,532,2018-07-28,east
4819,pink morsel,$3.00,581,2018-07-28,west
4844,pink morsel,$3.00,597,2018-07-29,north
4845,pink morsel,$3.00,533,2018-07-29,south
4846,pink morsel,$3.00,583,2018-07-29,east
4847,pink morsel,$3.00,585,2018-07-29,west
4872,pink morsel,$3.00,585,2018-07-30,north
4873,pink morsel,$3.00,554,2018-07-30,south
4874,pink morsel,$3.00,503,2018-07-30,east
4875,pink morsel,$3.00,592,2018-07-30,west
4900,pink morsel,$3.00,565,2018-07-31,north
4901,pink morsel,$3.00,569,2018-07-31,south
4902,pink morsel,$3.00,516,2018-07-31,east
4903,pink morsel,$3.00,526,2018-07-31,west
4928,pink morsel,$3.00,521,2018-08-01,north
4929,pink morsel,$3.00,558,2018-08-01,south
4930,pink morsel,$3.00,518,2018-08-01,east
4931,pink morsel,$3.00,555,2018-08-01,west
4956,pink morsel,$3.00,509,2018-08-02,north
4957,pink morsel,$3.00,539,2018-08-02,south
4958,pink morsel,$3.00,516,2018-08-02,east
4959,pink morsel,$3.00,557,2018-08-02,west
4984,pink morsel,$3.00,556,2018-08-03,north
4985,pink morsel,$3.00,557,2018-08-03,south
4986,pink morsel,$3.00,573,2018-08-03,east
4987,pink morsel,$3.00,556,2018-08-03,west
5012,pink morsel,$3.00,512,2018-08-04,north
5013,pink morsel,$3.00,578,2018-08-04,south
5014,pink morsel,$3.00,581,2018-08-04,east
5015,pink morsel,$3.00,592,2018-08-04,west
5040,pink morsel,$3.00,550,2018-08-05,north
5041,pink morsel,$3.00,533,2018-08-05,south
5042,pink morsel,$3.00,538,2018-08-05,east
5043,pink morsel,$3.00,591,2018-08-05,west
5068,pink morsel,$3.00,537,2018-08-06,north
5069,pink morsel,$3.00,535,2018-08-06,south
5070,pink morsel,$3.00,518,2018-08-06,east
5071,pink morsel,$3.00,596,2018-08-06,west
5096,pink morsel,$3.00,522,2018-08-07,north
5097,pink morsel,$3.00,520,2018-08-07,south
5098,pink morsel,$3.00,517,2018-08-07,east
5099,pink morsel,$3.00,542,2018-08-07,west
5124,pink morsel,$3.00,555,2018-08-08,north
5125,pink morsel,$3.00,513,2018-08-08,south
5126,pink morsel,$3.00,502,2018-08-08,east
5127,pink morsel,$3.00,539,2018-08-08,west
5152,pink morsel,$3.00,599,2018-08-09,north
5153,pink morsel,$3.00,598,2018-08-09,south
5154,pink morsel,$3.00,540,2018-08-09,east
5155,pink morsel,$3.00,561,2018-08-09,west
5180,pink morsel,$3.00,540,2018-08-10,north
5181,pink morsel,$3.00,518,2018-08-10,south
5182,pink morsel,$3.00,567,2018-08-10,east
5183,pink morsel,$3.00,595,2018-08-10,west
5208,pink morsel,$3.00,563,2018-08-11,north
5209,pink morsel,$3.00,550,2018-08-11,south
5210,pink morsel,$3.00,511,2018-08-11,east
5211,pink morsel,$3.00,529,2018-08-11,west
5236,pink morsel,$3.00,503,2018-08-12,north
5237,pink morsel,$3.00,581,2018-08-12,south
5238,pink morsel,$3.00,573,2018-08-12,east
5239,pink morsel,$3.00,581,2018-08-12,west
5264,pink morsel,$3.00,567,2018-08-13,north
5265,pink morsel,$3.00,543,2018-08-13,south
5266,pink morsel,$3.00,546,2018-08-13,east
5267,pink morsel,$3.00,537,2018-08-13,west
5292,pink morsel,$3.00,541,2018-08-14,north
5293,pink morsel,$3.00,545,2018-08-14,south
5294,pink morsel,$3.00,572,2018-08-14,east
5295,pink morsel,$3.00,569,2018-08-14,west
5320,pink morsel,$3.00,534,2018-08-15,north
5321,pink morsel,$3.00,514,2018-08-15,south
5322,pink morsel,$3.00,600,2018-08-15,east
5323,pink morsel,$3.00,578,2018-08-15,west
5348,pink morsel,$3.00,596,2018-08-16,north
5349,pink morsel,$3.00,538,2018-08-16,south
5350,pink morsel,$3.00,581,2018-08-16,east
5351,pink morsel,$3.00,590,2018-08-16,west
5376,pink morsel,$3.00,592,2018-08-17,north
5377,pink morsel,$3.00,571,2018-08-17,south
5378,pink morsel,$3.00,541,2018-08-17,east
5379,pink morsel,$3.00,584,2018-08-17,west
5404,pink morsel,$3.00,509,2018-08-18,north
5405,pink morsel,$3.00,592,2018-08-18,south
5406,pink morsel,$3.00,563,2018-08-18,east
5407,pink morsel,$3.00,571,2018-08-18,west
5432,pink morsel,$3.00,503,2018-08-19,north
5433,pink morsel,$3.00,525,2018-08-19,south
5434,pink morsel,$3.00,567,2018-08-19,east
5435,pink morsel,$3.00,525,2018-08-19,west
5460,pink morsel,$3.00,527,2018-08-20,north
5461,pink morsel,$3.00,593,2018-08-20,south
5462,pink morsel,$3.00,554,2018-08-20,east
5463,pink morsel,$3.00,502,2018-08-20,west
5488,pink morsel,$3.00,598,2018-08-21,north
5489,pink morsel,$3.00,553,2018-08-21,south
5490,pink morsel,$3.00,548,2018-08-21,east
5491,pink morsel,$3.00,569,2018-08-21,west
5516,pink morsel,$3.00,568,2018-08-22,north
5517,pink morsel,$3.00,500,2018-08-22,south
5518,pink morsel,$3.00,513,2018-08-22,east
5519,pink morsel,$3.00,600,2018-08-22,west
5544,pink morsel,$3.00,519,2018-08-23,north
5545,pink morsel,$3.00,518,2018-08-23,south
5546,pink morsel,$3.00,596,2018-08-23,east
5547,pink morsel,$3.00,521,2018-08-23,west
5572,pink morsel,$3.00,516,2018-08-24,north
5573,pink morsel,$3.00,520,2018-08-24,south
5574,pink morsel,$3.00,578,2018-08-24,east
5575,pink morsel,$3.00,548,2018-08-24,west
5600,pink morsel,$3.00,543,2018-08-25,north
5601,pink morsel,$3.00,559,2018-08-25,south
5602,pink morsel,$3.00,588,2018-08-25,east
5603,pink morsel,$3.00,505,2018-08-25,west
5628,pink morsel,$3.00,514,2018-08-26,north
5629,pink morsel,$3.00,515,2018-08-26,south
5630,pink morsel,$3.00,556,2018-08-26,east
5631,pink morsel,$3.00,528,2018-08-26,west
5656,pink morsel,$3.00,535,2018-08-27,north
5657,pink morsel,$3.00,580,2018-08-27,south
5658,pink morsel,$3.00,534,2018-08-27,east
5659,pink morsel,$3.00,503,2018-08-27,west
5684,pink morsel,$3.00,522,2018-08-28,north
5685,pink morsel,$3.00,560,2018-08-28,south
5686,pink morsel,$3.00,552,2018-08-28,east
5687,pink morsel,$3.00,574,2018-08-28,west
5712,pink morsel,$3.00,554,2018-08-29,north
5713,pink morsel,$3.00,598,2018-08-29,south
5714,pink morsel,$3.00,578,2018-08-29,east
5715,pink morsel,$3.00,549,2018-08-29,west
5740,pink morsel,$3.00,545,2018-08-30,north
5741,pink morsel,$3.00,581,2018-08-30,south
5742,pink morsel,$3.00,555,2018-08-30,east
5743,pink morsel,$3.00,590,2018-08-30,west
5768,pink morsel,$3.00,583,2018-08-31,north
5769,pink morsel,$3.00,565,2018-08-31,south
5770,pink morsel,$3.00,548,2018-08-31,east
5771,pink morsel,$3.00,534,2018-08-31,west
5796,pink morsel,$3.00,520,2018-09-01,north
5797,pink morsel,$3.00,500,2018-09-01,south
5798,pink morsel,$3.00,573,2018-09-01,east
5799,pink morsel,$3.00,519,2018-09-01,west
5824,pink morsel,$3.00,509,2018-09-02,north
5825,pink morsel,$3.00,551,2018-09-02,south
5826,pink morsel,$3.00,502,2018-09-02,east
5827,pink morsel,$3.00,525,2018-09-02,west
5852,pink morsel,$3.00,583,2018-09-03,north
5853,pink morsel,$3.00,590,2018-09-03,south
5854,pink morsel,$3.00,558,2018-09-03,east
5855,pink morsel,$3.00,550,2018-09-03,west
5880,pink morsel,$3.00,598,2018-09-04,north
5881,pink morsel,$3.00,503,2018-09-04,south
5882,pink morsel,$3.00,595,2018-09-04,east
5883,pink morsel,$3.00,513,2018-09-04,west
5908,pink morsel,$3.00,577,2018-09-05,north
5909,pink morsel,$3.00,539,2018-09-05,south
5910,pink morsel,$3.00,552,2018-09-05,east
5911,pink morsel,$3.00,533,2018-09-05,west
5936,pink morsel,$3.00,571,2018-09-06,north
5937,pink morsel,$3.00,502,2018-09-06,south
5938,pink morsel,$3.00,586,2018-09-06,east
5939,pink morsel,$3.00,550,2018-09-06,west
5964,pink morsel,$3.00,597,2018-09-07,north
5965,pink morsel,$3.00,541,2018-09-07,south
5966,pink morsel,$3.00,592,2018-09-07,east
5967,pink morsel,$3.00,551,2018-09-07,west
5992,pink morsel,$3.00,553,2018-09-08,north
5993,pink morsel,$3.00,585,2018-09-08,south
5994,pink morsel,$3.00,511,2018-09-08,east
5995,pink morsel,$3.00,519,2018-09-08,west
6020,pink morsel,$3.00,509,2018-09-09,north
6021,pink morsel,$3.00,538,2018-09-09,south
6022,pink morsel,$3.00,546,2018-09-09,east
6023,pink morsel,$3.00,568,2018-09-09,west
6048,pink morsel,$3.00,550,2018-09-10,north
6049,pink morsel,$3.00,552,2018-09-10,south
6050,pink morsel,$3.00,594,2018-09-10,east
6051,pink morsel,$3.00,509,2018-09-10,west
6076,pink morsel,$3.00,526,2018-09-11,north
6077,pink morsel,$3.00,589,2018-09-11,south
6078,pink morsel,$3.00,583,2018-09-11,east
6079,pink morsel,$3.00,508,2018-09-11,west
6104,pink morsel,$3.00,573,2018-09-12,north
6105,pink morsel,$3.00,565,2018-09-12,south
6106,pink morsel,$3.00,580,2018-09-12,east
6107,pink morsel,$3.00,511,2018-09-12,west
6132,pink morsel,$3.00,551,2018-09-13,north
6133,pink morsel,$3.00,520,2018-09-13,south
6134,pink morsel,$3.00,559,2018-09-13,east
6135,pink morsel,$3.00,513,2018-09-13,west
6160,pink morsel,$3.00,571,2018-09-14,north
6161,pink morsel,$3.00,518,2018-09-14,south
6162,pink morsel,$3.00,581,2018-09-14,east
6163,pink morsel,$3.00,567,2018-09-14,west
6188,pink morsel,$3.00,529,2018-09-15,north
6189,pink morsel,$3.00,504,2018-09-15,south
6190,pink morsel,$3.00,566,2018-09-15,east
6191,pink morsel,$3.00,582,2018-09-15,west
6216,pink morsel,$3.00,518,2018-09-16,north
6217,pink morsel,$3.00,518,2018-09-16,south
6218,pink morsel,$3.00,594,2018-09-16,east
6219,pink morsel,$3.00,594,2018-09-16,west
6244,pink morsel,$3.00,588,2018-09-17,north
6245,pink morsel,$3.00,540,2018-09-17,south
6246,pink morsel,$3.00,515,2018-09-17,east
6247,pink morsel,$3.00,574,2018-09-17,west
6272,pink morsel,$3.00,501,2018-09-18,north
6273,pink morsel,$3.00,510,2018-09-18,south
6274,pink morsel,$3.00,579,2018-09-18,east
6275,pink morsel,$3.00,564,2018-09-18,west
6300,pink morsel,$3.00,514,2018-09-19,north
6301,pink morsel,$3.00,586,2018-09-19,south
6302,pink morsel,$3.00,593,2018-09-19,east
6303,pink morsel,$3.00,531,2018-09-19,west
6328,pink morsel,$3.00,562,2018-09-20,north
6329,pink morsel,$3.00,583,2018-09-20,south
6330,pink morsel,$3.00,554,2018-09-20,east
6331,pink morsel,$3.00,523,2018-09-20,west
6356,pink morsel,$3.00,530,2018-09-21,north
6357,pink morsel,$3.00,555,2018-09-21,south
6358,pink morsel,$3.00,572,2018-09-21,east
6359,pink morsel,$3.00,568,2018-09-21,west
6384,pink morsel,$3.00,544,2018-09-22,north
6385,pink morsel,$3.00,527,2018-09-22,south
6386,pink morsel,$3.00,586,2018-09-22,east
6387,pink morsel,$3.00,547,2018-09-22,west
6412,pink morsel,$3.00,577,2018-09-23,north
6413,pink morsel,$3.00,559,2018-09-23,south
6414,pink morsel,$3.00,576,2018-09-23,east
6415,pink morsel,$3.00,585,2018-09-23,west
6440,pink morsel,$3.00,537,2018-09-24,north
6441,pink morsel,$3.00,531,2018-09-24,south
6442,pink morsel,$3.00,599,2018-09-24,east
6443,pink morsel,$3.00,520,2018-09-24,west
6468,pink morsel,$3.00,510,2018-09-25,north
6469,pink morsel,$3.00,590,2018-09-25,south
6470,pink morsel,$3.00,537,2018-09-25,east
6471,pink morsel,$3.00,567,2018-09-25,west
6496,pink morsel,$3.00,539,2018-09-26,north
6497,pink morsel,$3.00,505,2018-09-26,south
6498,pink morsel,$3.00,571,2018-09-26,east
6499,pink morsel,$3.00,500,2018-09-26,west
6524,pink morsel,$3.00,544,2018-09-27,north
6525,pink morsel,$3.00,571,2018-09-27,south
6526,pink morsel,$3.00,581,2018-09-27,east
6527,pink morsel,$3.00,529,2018-09-27,west
6552,pink morsel,$3.00,583,2018-09-28,north
6553,pink morsel,$3.00,511,2018-09-28,south
6554,pink morsel,$3.00,551,2018-09-28,east
6555,pink morsel,$3.00,504,2018-09-28,west
6580,pink morsel,$3.00,506,2018-09-29,north
6581,pink morsel,$3.00,541,2018-09-29,south
6582,pink morsel,$3.00,567,2018-09-29,east
6583,pink morsel,$3.00,532,2018-09-29,west
6608,pink morsel,$3.00,582,2018-09-30,north
6609,pink morsel,$3.00,512,2018-09-30,south
6610,pink morsel,$3.00,553,2018-09-30,east
6611,pink morsel,$3.00,508,2018-09-30,west
6636,pink morsel,$3.00,594,2018-10-01,north
6637,pink morsel,$3.00,544,2018-10-01,south
6638,pink morsel,$3.00,585,2018-10-01,east
6639,pink morsel,$3.00,550,2018-10-01,west
6664,pink morsel,$3.00,560,2018-10-02,north
6665,pink morsel,$3.00,567,2018-10-02,south
6666,pink morsel,$3.00,600,2018-10-02,east
6667,pink morsel,$3.00,580,2018-10-02,west
6692,pink morsel,$3.00,521,2018-10-03,north
6693,pink morsel,$3.00,596,2018-10-03,south
6694,pink morsel,$3.00,512,2018-10-03,east
6695,pink morsel,$3.00,588,2018-10-03,west
6720,pink morsel,$3.00,504,2018-10-04,north
6721,pink morsel,$3.00,520,2018-10-04,south
6722,pink morsel,$3.00,542,2018-10-04,east
6723,pink morsel,$3.00,599,2018-10-04,west
6748,pink morsel,$3.00,593,2018-10-05,north
6749,pink morsel,$3.00,561,2018-10-05,south
6750,pink morsel,$3.00,571,2018-10-05,east
6751,pink morsel,$3.00,598,2018-10-05,west
6776,pink morsel,$3.00,528,2018-10-06,north
6777,pink morsel,$3.00,549,2018-10-06,south
6778,pink morsel,$3.00,532,2018-10-06,east
6779,pink morsel,$3.00,505,2018-10-06,west
6804,pink morsel,$3.00,511,2018-10-07,north
6805,pink morsel,$3.00,536,2018-10-07,south
6806,pink morsel,$3.00,598,2018-10-07,east
6807,pink morsel,$3.00,526,2018-10-07,west
6832,pink morsel,$3.00,567,2018-10-08,north
6833,pink morsel,$3.00,539,2018-10-08,south
6834,pink morsel,$3.00,593,2018-10-08,east
6835,pink morsel,$3.00,595,2018-10-08,west
6860,pink morsel,$3.00,560,2018-10-09,north
6861,pink morsel,$3.00,530,2018-10-09,south
6862,pink morsel,$3.00,517,2018-10-09,east
6863,pink morsel,$3.00,529,2018-10-09,west
6888,pink morsel,$3.00,583,2018-10-10,north
6889,pink morsel,$3.00,567,2018-10-10,south
6890,pink morsel,$3.00,533,2018-10-10,east
6891,pink morsel,$3.00,502,2018-10-10,west
6916,pink morsel,$3.00,532,2018-10-11,north
6917,pink morsel,$3.00,600,2018-10-11,south
6918,pink morsel,$3.00,583,2018-10-11,east
6919,pink morsel,$3.00,558,2018-10-11,west
6944,pink morsel,$3.00,594,2018-10-12,north
6945,pink morsel,$3.00,549,2018-10-12,south
6946,pink morsel,$3.00,514,2018-10-12,east
6947,pink morsel,$3.00,552,2018-10-12,west
6972,pink morsel,$3.00,527,2018-10-13,north
6973,pink morsel,$3.00,571,2018-10-13,south
6974,pink morsel,$3.00,574,2018-10-13,east
6975,pink morsel,$3.00,562,2018-10-13,west
7000,pink morsel,$3.00,576,2018-10-14,north
7001,pink morsel,$3.00,585,2018-10-14,south
7002,pink morsel,$3.00,501,2018-10-14,east
7003,pink morsel,$3.00,534,2018-10-14,west
7028,pink morsel,$3.00,535,2018-10-15,north
7029,pink morsel,$3.00,573,2018-10-15,south
7030,pink morsel,$3.00,516,2018-10-15,east
7031,pink morsel,$3.00,542,2018-10-15,west
7056,pink morsel,$3.00,517,2018-10-16,north
7057,pink morsel,$3.00,554,2018-10-16,south
7058,pink morsel,$3.00,550,2018-10-16,east
7059,pink morsel,$3.00,596,2018-10-16,west
7084,pink morsel,$3.00,512,2018-10-17,north
7085,pink morsel,$3.00,517,2018-10-17,south
7086,pink morsel,$3.00,552,2018-10-17,east
